id,timestamp,measurement,unit
0000021001,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021002,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021003,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021004,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021005,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021006,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021007,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021008,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021009,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021010,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021011,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021012,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021013,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021014,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021015,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021016,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021017,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021018,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021019,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021020,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021021,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021022,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021023,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021024,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021025,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021026,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021027,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021028,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021029,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021030,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021031,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021032,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021033,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021034,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021035,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021036,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021037,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
0000021038,2024-10-21T20:46:18.1937080+00:00,6.634817514544766,kWh
